PC1,PC2,PC3,PC4,PC5,PC6,Target,samples
51.132749911927064,4.648340848330997,10.29721718279225,40.043488630036606,-4.853675650874938,-0.9888137225448997,1,sample_106
-23.950004968842237,38.0506228900793,5.9362547248930095,9.301198540448471,18.329576912400636,-36.44220984225551,0,sample_107
25.15754777326016,22.66158216025043,14.927191335099252,-1.3097339540619979,15.263411731420984,-36.67718730317107,1,sample_108
-24.319123546382528,33.28709592697149,17.672791772421302,16.65297002064831,6.538170111150491,-28.523232018119845,0,sample_109
15.808474096924346,23.182552621532057,21.630350364248567,7.6423264889951295,6.860721541745881,-28.887721845816724,1,sample_110
-16.752530121286423,32.136731687469215,5.54326457289195,9.890042411164224,0.28966817107510207,-22.680902187583513,0,sample_111
37.60897260272916,17.856506964139992,7.915701774829396,-6.934531388269145,3.1123994487492794,-23.08847966523965,1,sample_112
-20.538813186235096,37.02418624870647,2.760338514057586,8.941778946201689,-1.4946690878143767,-25.36128071000115,0,sample_113
17.305637485283356,23.279623773849345,12.87463451681971,-0.8602576183316951,4.629916842254505,-30.457646330646078,1,sample_114
-7.54229831700466,32.86448103818831,-4.905142537322325,13.675143120296367,-10.873630317629965,-12.771686044362486,0,sample_115
39.12158839639193,11.497027149385245,4.707840491479794,35.446098985412256,-11.940936406222932,0.0489887520756794,1,sample_116
-20.693089381687667,33.278537150542654,6.0125297103091295,14.289968802938386,0.20179261472315296,-20.216638212201406,0,sample_117
46.960268222957026,13.423301318925844,14.170142459857738,-9.127803889915334,14.456472324055468,-22.742487195216572,1,sample_118
-25.727280248462957,32.45933858885564,15.72377173704525,12.57827097359171,9.189920736070572,-30.3612657626485,0,sample_119
29.615652503816676,11.7498121862861,11.78621235670331,33.133744390522864,7.719580583971545,-10.78916694629999,1,sample_120
-16.10788764569081,32.41970484703061,0.9944909950069538,7.554162837105939,-11.668373153111075,-9.91397590996349,0,sample_121
57.736985589266155,8.730153201521706,12.539218363177234,-6.327179855804096,-4.375976600369857,-16.237789166558667,1,sample_122
-17.82235231784081,32.65627869068239,7.9337982002905365,11.842731156103067,-11.496381058347739,-13.12630344407252,0,sample_123
52.28544223266971,2.2546143894779194,11.364885413177259,42.165633090790635,-9.443666834734831,4.564046860797008,1,sample_124
-14.924502105769514,33.85307361675567,4.4734685707669115,16.705877098354996,-8.940182854683552,-9.240705872921376,0,sample_125
38.49221672717546,17.257045489802096,6.118373132292176,8.741282904967635,-12.367201912070348,-10.791512819126284,1,sample_126
-21.8401435223772,34.427705798886606,7.054331605833153,13.544253098748115,9.64632938086439,-27.374429190798814,0,sample_127
36.93170071145636,18.065986711288094,15.983051917263904,-1.4716625279504791,4.022898063331669,-30.68290182207734,1,sample_128
-26.96386425030283,35.49256393355637,15.739789608911602,14.970878515236596,-4.311916375733283,-15.745767275956023,0,sample_129
57.31916773126943,8.75601603160447,20.51552681603125,-7.222141281591944,6.350605291560458,-23.971604452414734,1,sample_130
-11.295040404655865,30.539525214751794,4.477325112678772,15.765752778058545,-22.92944490182826,-10.651633040218572,0,sample_131
44.272029514493866,11.205086917063042,27.482188646789666,-8.134776901117373,16.812582183719552,-35.252762786215335,1,sample_132
-31.8953529676026,34.659348415672,25.51938746400849,21.75010637820983,6.542347397281,-30.508200640992662,0,sample_133
27.568880118786833,17.949350998391175,23.420421030628546,10.659989270890957,0.8376015526717322,-22.449685634935406,1,sample_134
-25.47307452747012,34.274999412838746,8.675359884082424,4.589418062297363,-6.767244278901895,-10.044160289945056,0,sample_135
39.148468233203786,15.162612589412754,7.664482088676066,-4.498144913251174,-13.363308523742052,-5.744500202579636,1,sample_136
-17.047782590594704,31.62267940013374,2.9245423176774605,8.092863120059059,3.5155348245282463,-23.53093816525665,0,sample_137
23.590768131498855,20.6344137001591,9.19711844148193,-4.091946576492932,7.64342062349848,-25.734779196065602,1,sample_138
-20.11106064185794,34.71244976988913,-2.510336370588036,9.09343310871123,-17.14063369747492,-3.6356509456045467,0,sample_139
38.18436691611908,16.50409304014891,5.4480301587060564,-0.8584198186301972,-15.726070377355143,-7.361354350502476,1,sample_140
-12.788668591981393,27.306350844683834,6.583740388529975,11.187225540722276,8.20588185113404,-24.7196080128881,0,sample_141
44.30584860523739,2.737748221709377,12.437668254866246,37.70009112497977,-0.4997604415075001,-4.653788006778401,1,sample_142
-11.731427209472612,28.17513908621338,3.8677669772202603,17.055172292704572,-22.748134732703438,0.7229699053399085,0,sample_143
49.09751774977851,2.2309778495525485,10.626286573747063,39.46247686738259,-12.292327352698925,7.745909456683758,1,sample_144
-25.33512985146835,30.7246924484956,1.9374201830729532,6.642241285212519,2.574788234276497,-20.41344189337312,0,sample_145
47.68870364792342,8.668654608658143,10.239046852387334,-15.761542667134258,9.109244665717265,-21.98895737965176,1,sample_146
-28.840510122853093,29.56365953653408,2.3836129548732243,1.9341685587109663,6.983161156762002,-20.81092079354934,0,sample_147
38.39424327221141,9.703802694585278,9.220020733438542,-10.412036417369654,3.800457967597575,-21.774112099321602,1,sample_148
-6.9312685876346825,43.171104953989364,-30.70179615175778,-42.34649819762507,-31.27419351495524,51.94017432365888,0,sample_149
47.7632727307796,27.783752356404058,-24.64589655794108,-59.117257469688056,-34.54320711914723,46.86493237701067,1,sample_150
-13.144417469720063,38.31817384466826,-19.9088483332359,-45.443107404154226,-19.204029884779438,47.04029472056223,0,sample_151
51.96996116054018,19.204292856678226,-10.86867532180193,-68.06324220684488,-6.146866580068799,35.578833125563314,1,sample_152
-10.832022174922155,36.9136163203492,-24.47033596568342,-43.62467910075743,-12.189510097997493,31.589020478575584,0,sample_153
46.86627007120195,16.842619325120385,-12.793003636140082,-60.423405997141295,-5.271292392700525,28.465533022087957,1,sample_154
-7.720995553532585,32.05486757269193,-21.597036192246307,-36.82502851834223,-5.392405810006664,36.56547677663669,0,sample_155
50.70772171317484,17.440993077191745,-15.396435221494956,-56.11054680705261,-8.690179545257847,32.02626329787344,1,sample_156
-8.782803906024883,39.046083945931386,-27.195021574366177,-37.74560258881578,-22.200272765944984,42.07977620991032,0,sample_157
51.61827286353038,19.66741938241371,-17.29715717509372,-61.4045113857903,-7.87125403752204,30.23627250148523,1,sample_158
-6.14191022405145,36.437250920148074,-27.433132600556537,-39.527715992933054,-7.380371388159502,38.44043274014469,0,sample_159
22.832794914668415,23.44723114903565,-17.605565168328116,-44.15761139389821,-4.86801777747272,31.20356935267877,1,sample_160
-15.101467154951342,24.81306169335936,-20.848232470023454,-41.21018169139861,10.26812616377923,23.492363850303743,0,sample_161
43.09155799878581,17.272719576001506,-16.042534389376094,-65.65414237288542,-8.702977538298128,31.332437863427977,1,sample_162
-6.042071499358513,33.45257318506169,-26.33803955108938,-39.758946929445905,-12.7705847603275,37.10981166837608,0,sample_163
48.15043357419499,9.554746392353447,-7.8031266040029745,-56.66008443769807,5.579479662529175,22.195470189730248,1,sample_164
-8.396134664783675,37.47862263530551,-26.66627129105333,-35.85376361989468,-14.047466808579058,35.63805850930384,0,sample_165
43.391509157420714,19.522981929730012,-14.285008034423177,-54.225997421859425,-10.708969829163706,29.98004831117414,1,sample_166
-5.463243631398382,35.770790291246286,-26.100747524706573,-40.699589138108784,-22.71359396715544,47.29663317807498,0,sample_167
56.284044900855825,22.85910853699461,-23.30835264501255,-64.68977313577024,-31.59131115853028,48.12140305334469,1,sample_168
-9.340094967836963,34.44224816472405,-22.35967691621948,-33.90897444600644,-4.081970012762406,31.90009700122094,0,sample_169
61.08512410349134,8.842365383192709,-2.697872622327342,-63.6404206066399,7.541516287159366,20.429761591501936,1,sample_170
-10.313639371889368,29.965604663631634,-13.638409143730394,-34.3036968333973,8.481659113232821,18.91608017669814,0,sample_171
35.78240807315362,15.681710342638405,-6.958342559702518,-52.50816574747871,6.416009731293536,16.516664499546476,1,sample_172
-15.999892449771046,38.71820885424662,-29.52533617724302,-45.277848348591164,-2.6544252860476028,32.02564409128417,0,sample_173
29.922049996448003,18.604038217510606,-14.68702679050673,-48.601561016246585,-0.36800691171922273,24.64546305238885,1,sample_174
-7.526982775858459,33.48255996716183,-21.611509992501343,-35.908840685111414,-6.310910008168901,33.36118022012058,0,sample_175
54.425434115618266,7.608444790105657,-3.1943949265955123,-50.970207251272484,6.277599702264031,21.313730086454857,1,sample_176
-13.859177055496472,32.638326566635634,-20.41921502332925,-39.52981556928292,5.7517859941373075,28.482624352910694,0,sample_177
52.19033826596034,16.310460785664635,-15.659852828852154,-56.389320066002824,-14.979170760228852,36.93462974894727,1,sample_178
-20.42880897084579,35.99908466987153,-0.3207917673824033,8.593471972023064,-18.081326557152092,11.112021799069328,0,sample_179
45.17319565764492,13.336796855343668,19.203043063314524,-7.018518749126431,-23.427122824310256,5.767902855334872,1,sample_180
-16.561768041433464,33.455638108957494,11.074998530847003,17.595232832401244,-21.00872217754481,10.107070285286305,0,sample_181
34.735256645028755,11.88903566763656,12.652472668369205,42.14603079781544,-30.972087335301577,21.710528125547434,1,sample_182
-21.908437707367415,35.40627522294851,9.360558847621189,9.244365030019459,-5.32247025331626,-6.139134582422295,0,sample_183
32.01713151308652,14.561894709385019,23.57576222448474,-3.435724207272494,23.64453237840151,-26.43351798299949,1,sample_184
-22.145773710966417,33.63292564590187,6.24026473976781,7.111111120897684,-22.668184316651214,18.867483557349743,0,sample_185
